insitu_leq,gain_s,soundscape,monotonous,annoying,calm,uneventful,vibrant,chaotic,eventful,pleasant,fold_r,participant,masker,fold_m,class,site,site_index,citation,license,comments,gain_46dB,leq_at_gain_46dB,gain_47dB,leq_at_gain_47dB,gain_48dB,leq_at_gain_48dB,gain_49dB,leq_at_gain_49dB,gain_50dB,leq_at_gain_50dB,gain_51dB,leq_at_gain_51dB,gain_52dB,leq_at_gain_52dB,gain_53dB,leq_at_gain_53dB,gain_54dB,leq_at_gain_54dB,gain_55dB,leq_at_gain_55dB,gain_56dB,leq_at_gain_56dB,gain_57dB,leq_at_gain_57dB,gain_58dB,leq_at_gain_58dB,gain_59dB,leq_at_gain_59dB,gain_60dB,leq_at_gain_60dB,gain_61dB,leq_at_gain_61dB,gain_62dB,leq_at_gain_62dB,gain_63dB,leq_at_gain_63dB,gain_64dB,leq_at_gain_64dB,gain_65dB,leq_at_gain_65dB,gain_66dB,leq_at_gain_66dB,gain_67dB,leq_at_gain_67dB,gain_68dB,leq_at_gain_68dB,gain_69dB,leq_at_gain_69dB,gain_70dB,leq_at_gain_70dB,gain_71dB,leq_at_gain_71dB,gain_72dB,leq_at_gain_72dB,gain_73dB,leq_at_gain_73dB,gain_74dB,leq_at_gain_74dB,gain_75dB,leq_at_gain_75dB,gain_76dB,leq_at_gain_76dB,gain_77dB,leq_at_gain_77dB,gain_78dB,leq_at_gain_78dB,gain_79dB,leq_at_gain_79dB,gain_80dB,leq_at_gain_80dB,gain_81dB,leq_at_gain_81dB,gain_82dB,leq_at_gain_82dB,gain_83dB,leq_at_gain_83dB,Savg_m,Smax_m,Sargmax_m,S05_m,S10_m,S20_m,S30_m,S40_m,S50_m,S60_m,S70_m,S80_m,S90_m,S95_m,Navg_m,Nrmc_m,Nmax_m,Nargmax_m,N05_m,N10_m,N20_m,N30_m,N40_m,N50_m,N60_m,N70_m,N80_m,N90_m,N95_m,Favg_m,Fmax_m,Fargmax_m,F05_m,F10_m,F20_m,F30_m,F40_m,F50_m,F60_m,F70_m,F80_m,F90_m,F95_m,LAavg_m,LAmin_m,LAargmin_m,LAmax_m,LAargmax_m,LA05_m,LA10_m,LA20_m,LA30_m,LA40_m,LA50_m,LA60_m,LA70_m,LA80_m,LA90_m,LA95_m,LCavg_m,LCmin_m,LCargmin_m,LCmax_m,LCargmax_m,LC05_m,LC10_m,LC20_m,LC30_m,LC40_m,LC50_m,LC60_m,LC70_m,LC80_m,LC90_m,LC95_m,Ravg_m,Rmax_m,Rargmax_m,R05_m,R10_m,R20_m,R30_m,R40_m,R50_m,R60_m,R70_m,R80_m,R90_m,R95_m,Tgavg_m,Tavg_m,Tmax_m,Targmax_m,T05_m,T10_m,T20_m,T30_m,T40_m,T50_m,T60_m,T70_m,T80_m,T90_m,T95_m,M00005_0_m,M00006_3_m,M00008_0_m,M00010_0_m,M00012_5_m,M00016_0_m,M00020_0_m,M00025_0_m,M00031_5_m,M00040_0_m,M00050_0_m,M00063_0_m,M00080_0_m,M00100_0_m,M00125_0_m,M00160_0_m,M00200_0_m,M00250_0_m,M00315_0_m,M00400_0_m,M00500_0_m,M00630_0_m,M00800_0_m,M01000_0_m,M01250_0_m,M01600_0_m,M02000_0_m,M02500_0_m,M03150_0_m,M04000_0_m,M05000_0_m,M06300_0_m,M08000_0_m,M10000_0_m,M12500_0_m,M16000_0_m,M20000_0_m,smr,stimulus_index
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00031.wav,4,bird,Xeno-Canto,449522,"Paul Marvin, XC449522. Accessible at www.xeno-canto.org/449522.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Black Phoebe,0.010104,46.086509,0.011948,47.045787,0.014049,48.065814,0.0161,48.974691,0.018501,49.985192,0.02137,51.064549,0.024237,52.040122,0.027451,53.029699,0.031027,54.018908,0.035026,55.019311,0.039469,56.010079,0.044936,57.097548,0.050419,58.071006,0.056571,59.050516,0.063474,60.036124,0.071219,61.023061,0.079909,62.014106,0.089659,63.008254,0.100599,64.001398,0.112874,64.996845,0.126647,65.994346,0.1421,66.992556,0.159439,67.991235,0.178893,68.990856,0.200721,69.990364,0.225213,70.990121,0.252693,71.990696,0.283526,72.990592,0.318122,73.991167,0.356939,74.99173,0.400492,75.992347,0.449359,76.993189,0.504189,77.994005,0.56571,78.994729,0.634737,79.995519,0.712186,80.996897,0.799086,81.997696,0.896589,82.998889,2.0,4.35,29.6,4.0,3.86,3.52,3.32,3.16,2.59,1.23,0.276,0.0268,0.00059,3.18e-05,2.69,5.500371377,16.5,9.83,9.66,8.35,6.07,3.98,1.74,0.566,0.198,0.107,0.0603,0.0282,0.0194,0.363,0.516,15.8,0.496,0.483,0.461,0.437,0.411,0.391,0.363,0.33,0.273,0.225,0.131,64.39,14.47,0.0348,74.25,9.86,70.58,69.05,66.96,64.89,62.2,59.5,56.67,53.4,50.11,45.85,41.42,62.54,12.81,0.0348,72.42,9.86,68.73,67.2,65.1,63.03,60.35,57.65,54.83,51.55,48.28,44.0,39.57,0.0127,0.0701,9.86,0.0422,0.0333,0.0224,0.0148,0.00855,0.00587,0.00455,0.00384,0.0033,0.00278,0.00249,0.514,0.379,2.43,28.8,1.71,1.27,0.64,0.413,0.238,0.112,0.0581,0.0276,0.01,0.00274,0.000977,-70.15,-68.8,-70.67,-99.93,-93.02,-86.31,-78.52,-72.6,-66.16,-60.34,-55.43,-50.35,-45.7,-41.5,-37.64,-33.53,-30.27,-27.07,-23.92,-20.98,-14.97,-10.06,-7.62,-5.62,-2.7,0.21,1.59,3.83,27.92,53.06,63.2,56.61,28.42,29.8,24.34,4.79,-0.74,6,31
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00032.wav,5,bird,Xeno-Canto,450847,"Ed Pandolfino, XC450847. Accessible at www.xeno-canto.org/450847.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Acorn Woodpecker,0.002996,46.057196,0.003541,47.035335,0.004102,47.975202,0.004704,48.922257,0.005397,49.923275,0.006155,50.920432,0.007082,52.021656,0.007949,52.947311,0.009065,54.024369,0.010173,54.981628,0.011592,56.078325,0.012797,56.919697,0.014577,58.029741,0.016356,59.015746,0.018351,60.006369,0.02059,60.997658,0.023103,61.993791,0.025922,62.990401,0.029085,63.990426,0.032634,64.988568,0.036616,65.99028,0.041083,66.991044,0.046096,67.992841,0.051721,68.992296,0.058032,69.993304,0.065113,70.99345,0.073058,71.994418,0.081972,72.995162,0.091974,73.995563,0.103197,74.996326,0.115789,75.995635,0.129917,76.996983,0.145769,77.997579,0.163556,78.998543,0.183513,79.998677,0.205904,80.998709,0.231029,81.998553,0.259218,82.998097,2.01,4.51,13.0,4.1,3.33,2.41,2.2,2.1,2.04,1.99,1.94,1.71,0.192,0.0112,3.24,5.219683875,12.4,17.3,8.97,7.61,6.22,5.05,3.6,2.16,1.25,0.797,0.402,0.123,0.0505,0.27,0.556,17.9,0.516,0.476,0.385,0.303,0.269,0.241,0.212,0.193,0.178,0.151,0.13,54.94,18.52,0.0697,63.62,21.5,60.49,59.08,57.22,55.94,54.76,52.8,49.66,45.74,41.12,36.78,34.3,53.38,16.99,0.0697,61.96,21.5,58.92,57.51,55.69,54.41,53.26,51.27,48.14,44.15,39.58,35.11,32.65,0.0154,0.0739,15.6,0.037,0.0316,0.0232,0.019,0.0153,0.0124,0.0092,0.00712,0.00588,0.00488,0.00433,0.204,0.182,1.01,23.8,0.516,0.4,0.293,0.221,0.172,0.139,0.107,0.0779,0.0483,0.017,0.00453,-69.93,-68.58,-70.45,-99.39,-92.91,-86.32,-78.83,-72.59,-66.0,-60.33,-55.66,-50.22,-45.47,-41.63,-37.48,-33.06,-30.21,-26.74,-23.68,-20.69,-5.6,10.73,22.27,24.24,28.45,44.04,48.92,47.98,49.1,47.4,38.98,33.31,22.86,5.99,3.59,-3.87,-6.78,3,32
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00033.wav,4,bird,Xeno-Canto,457222,"Bruce Lagerquist, XC457222. Accessible at www.xeno-canto.org/457222.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Northern Parula,0.016343,46.030657,0.019516,47.053774,0.022721,48.016161,0.026248,48.991396,0.030344,50.074021,0.034509,51.029352,0.039153,52.006894,0.044346,52.993201,0.050114,53.978426,0.056555,54.974709,0.063724,55.965148,0.07178,56.963692,0.080746,57.957439,0.090812,58.956712,0.10297,60.027597,0.115534,61.015813,0.129631,62.005545,0.145449,62.997497,0.163196,63.989833,0.183109,64.985033,0.205452,65.979822,0.230521,66.979034,0.258648,67.97812,0.290208,68.978056,0.325619,69.977248,0.365351,70.97795,0.40993,71.97927,0.459949,72.980253,0.516071,73.982261,0.579042,74.983572,0.649695,75.985453,0.72897,76.987804,0.817918,77.990073,0.917719,78.992199,1.029698,79.994476,1.15534,80.996984,1.296313,81.999068,1.454487,83.002086,2.56,5.45,28.4,4.52,4.2,2.95,2.75,2.62,2.52,2.45,2.38,2.2,1.09,0.274,1.32,4.725383517,19.2,2.07,8.3,5.14,0.606,0.396,0.299,0.242,0.179,0.154,0.128,0.105,0.0844,0.0204,0.106,3.52,0.0893,0.0788,0.0407,0.018,0.0087,0.00336,0.00165,0.0012,0.000636,0.000444,0.000391,62.34,7.08,0.0058,78.46,2.07,70.19,65.86,53.77,34.1,24.85,22.62,21.16,18.89,18.39,17.33,16.66,60.48,5.54,0.0058,76.6,2.07,68.32,63.97,51.9,32.26,23.2,21.08,19.62,17.31,16.8,15.79,15.13,0.0128,0.108,2.03,0.0649,0.0448,0.00805,0.0064,0.00575,0.00526,0.00484,0.00447,0.00417,0.0037,0.0034,0.174,0.0365,1.24,11.8,0.168,0.0689,0.0184,0.00838,0.00517,0.00345,0.00242,0.00168,0.00107,0.000522,0.000176,-70.27,-68.93,-70.79,-99.95,-92.85,-86.09,-78.72,-72.62,-66.19,-60.79,-55.5,-50.35,-45.68,-41.61,-37.53,-33.33,-30.43,-27.16,-23.92,-21.09,-15.53,-6.75,0.74,4.43,6.76,8.83,10.64,12.05,17.63,47.09,58.46,57.73,56.06,27.51,18.47,15.83,4.64,-6,33
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00034.wav,4,bird,Xeno-Canto,467315,"Dan Lane, XC467315. Accessible at www.xeno-canto.org/467315.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Eastern Whip-poor-will,0.002251,46.090789,0.002622,46.947649,0.003051,47.915969,0.003586,49.00992,0.004141,50.066347,0.004707,51.038221,0.00534,52.036623,0.006038,53.011716,0.006823,54.014322,0.007694,55.006712,0.008666,56.007015,0.009835,57.069872,0.011035,58.039396,0.012381,59.022442,0.013892,60.012062,0.015587,61.002596,0.017489,61.996335,0.019623,62.991447,0.022018,63.986816,0.024704,64.984798,0.027719,65.983789,0.031101,66.980312,0.034896,67.980183,0.039154,68.979257,0.043931,69.980873,0.049291,70.980647,0.055306,71.980349,0.062054,72.981422,0.069626,73.982067,0.078122,74.983564,0.087654,75.984327,0.098349,76.985762,0.11035,77.986848,0.123814,78.988941,0.138922,79.990795,0.155873,80.992453,0.174892,81.993919,0.196233,82.995471,1.38,2.37,28.6,1.63,1.6,1.56,1.51,1.43,1.41,1.39,1.35,1.32,1.27,1.22,2.81,3.497314573,7.47,5.45,5.97,4.92,3.71,3.36,3.06,2.68,2.2,1.9,1.69,1.42,0.179,0.239,0.28,10.9,0.276,0.275,0.272,0.269,0.265,0.261,0.259,0.255,0.247,0.139,0.0564,55.74,10.97,29.9,61.93,10.5,61.01,59.87,57.21,55.77,55.1,54.21,53.13,52.13,50.89,49.85,34.01,54.46,10.19,29.9,60.51,10.5,59.61,58.49,55.9,54.64,54.0,52.99,51.95,50.95,49.66,48.71,32.62,0.024,0.0519,20.2,0.0397,0.0356,0.0304,0.0277,0.0253,0.0237,0.0219,0.0199,0.0174,0.0138,0.00837,0.435,0.423,0.994,23.2,0.83,0.75,0.659,0.561,0.473,0.407,0.353,0.281,0.184,0.108,0.0427,-69.9,-68.55,-70.42,-100.15,-93.37,-86.69,-78.94,-72.49,-65.95,-60.7,-55.61,-50.57,-45.59,-41.26,-37.56,-33.42,-30.4,-26.89,-23.74,-20.87,-8.13,6.46,18.11,26.05,44.74,50.84,50.01,50.86,31.84,1.28,4.72,7.55,6.75,-4.63,-5.48,-6.05,-7.77,0,34
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00035.wav,1,bird,Xeno-Canto,470089,"Ramit Singal, XC470089. Accessible at www.xeno-canto.org/470089.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Gray Nightjar,0.003837,45.950444,0.004648,47.040541,0.00541,47.977558,0.006294,48.995171,0.007208,49.974789,0.008285,51.043223,0.00942,52.026346,0.010665,53.024397,0.012047,54.004833,0.013601,55.001911,0.015324,56.002021,0.017453,57.09997,0.019582,58.069567,0.021972,59.037447,0.024652,60.019861,0.027661,61.01117,0.031036,62.001303,0.034823,62.994276,0.039072,63.988516,0.043839,64.985145,0.049188,65.982694,0.05519,66.97923,0.061924,67.977032,0.06948,68.977636,0.077958,69.976028,0.08747,70.979282,0.098143,71.981233,0.110119,72.98493,0.123555,73.983365,0.138631,74.990142,0.155547,75.984641,0.174526,76.985291,0.195821,77.992739,0.219715,79.008745,0.246525,79.992184,0.276605,80.9922,0.310356,82.011344,0.348225,82.995524,1.35,1.76,24.3,1.5,1.45,1.4,1.38,1.36,1.35,1.35,1.34,1.33,1.32,1.3,3.13,3.691286952,7.78,10.2,5.97,4.82,4.05,3.73,3.45,3.1,2.75,2.41,2.1,1.47,0.606,0.636,1.16,9.56,1.07,1.04,0.953,0.837,0.718,0.629,0.561,0.472,0.378,0.225,0.0958,60.03,25.12,0.0813,64.71,10.2,63.05,62.51,61.74,61.06,60.42,59.8,59.16,58.49,57.53,53.24,45.27,58.96,24.0,0.0813,63.62,10.2,61.97,61.43,60.66,59.99,59.35,58.71,58.08,57.43,56.47,52.17,44.05,0.0621,0.147,14.1,0.107,0.0969,0.0845,0.0762,0.0688,0.0613,0.0546,0.0479,0.0404,0.0275,0.0162,0.247,0.243,1.31,24.4,0.63,0.481,0.346,0.278,0.226,0.189,0.16,0.134,0.109,0.0788,0.0561,-69.89,-68.54,-70.41,-100.12,-93.06,-86.32,-79.23,-72.9,-66.36,-60.64,-55.8,-50.62,-45.68,-41.67,-37.52,-33.27,-30.37,-26.99,-23.95,-21.05,-9.53,2.41,16.04,28.02,50.66,58.4,52.48,32.36,22.62,1.92,1.42,0.84,0.14,-1.16,-2.37,-3.17,-5.02,3,35
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00036.wav,5,bird,Xeno-Canto,475279,"Scott Gravette, XC475279. Accessible at www.xeno-canto.org/475279.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Connecticut Warbler,0.012363,46.063614,0.014694,47.047256,0.017028,47.990728,0.019582,48.939452,0.022464,49.926421,0.025639,50.922475,0.029317,51.97256,0.033462,53.020782,0.037565,53.953162,0.04217,54.904532,0.048091,55.997003,0.053946,56.970616,0.061389,58.064715,0.06888,59.046458,0.077285,60.031759,0.086715,61.023185,0.097296,62.013492,0.109168,63.008959,0.122488,64.006316,0.137434,65.004275,0.154203,66.002088,0.173019,67.002411,0.19413,68.002475,0.217818,69.001506,0.244396,70.001229,0.274217,71.001746,0.307676,72.001405,0.345218,73.000723,0.387341,74.000975,0.434604,75.001231,0.487634,76.000585,0.547134,77.001201,0.613894,78.001819,0.688801,79.002025,0.772847,80.002271,0.867149,81.002219,0.972957,82.002143,1.091676,83.001659,2.75,4.53,8.72,4.1,3.68,3.04,2.83,2.69,2.56,2.46,2.41,2.36,2.31,2.26,1.73,4.239025301,12.2,1.21,8.26,6.3,2.52,1.44,0.736,0.52,0.336,0.215,0.181,0.161,0.152,0.0318,0.143,21.1,0.123,0.104,0.0638,0.0384,0.0206,0.0113,0.00632,0.00419,0.00216,0.00106,0.000746,56.37,18.58,17.8,67.57,1.21,65.36,63.13,50.82,44.76,33.75,28.05,23.77,20.44,19.57,18.97,18.83,54.6,17.12,17.8,65.77,1.21,63.6,61.37,49.01,42.91,31.92,26.29,22.08,19.02,18.14,17.53,17.4,0.0116,0.063,1.06,0.0445,0.0384,0.0102,0.00728,0.00649,0.0059,0.00536,0.00491,0.00448,0.00392,0.00352,0.146,0.0985,0.62,10.9,0.321,0.241,0.174,0.134,0.0969,0.0684,0.0374,0.0125,0.00556,0.00298,0.00171,-70.06,-68.71,-70.53,-86.4,-81.77,-75.94,-72.38,-67.89,-62.58,-58.9,-55.26,-49.9,-45.44,-41.68,-37.56,-33.21,-30.5,-27.27,-23.63,-20.95,-18.75,-16.13,-13.97,12.01,9.95,18.9,33.04,42.72,51.4,51.35,50.61,45.12,28.36,14.71,14.03,5.32,0.57,-3,36
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00037.wav,2,bird,Xeno-Canto,477488,"Eric Seidlitz, XC477488. Accessible at www.xeno-canto.org/477488.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Yellow-vented Bulbul,0.007461,45.93335,0.009036,46.99944,0.010508,47.948791,0.012222,48.973821,0.012955,50.033701,0.01593,50.924265,0.016917,52.084487,0.01897,53.00904,0.021297,53.940235,0.024184,55.003673,0.027261,55.978755,0.031079,57.081987,0.034864,58.059078,0.039109,59.040754,0.043691,60.022112,0.049224,61.018413,0.055181,62.011928,0.061897,63.005564,0.069438,64.002563,0.077691,64.997381,0.087423,65.997844,0.098119,66.996436,0.110136,67.995892,0.123628,68.995049,0.138153,69.994814,0.155693,70.995284,0.174716,71.996523,0.19609,72.996522,0.220046,73.996699,0.245663,74.997167,0.277061,75.997805,0.307374,76.915052,0.348094,77.99878,0.390549,78.999483,0.436836,79.999554,0.491892,81.000372,0.55219,82.000911,0.676047,83.001298,1.47,2.57,22.9,2.12,2.05,1.93,1.83,1.77,1.72,1.68,1.62,1.44,0.0,0.0,1.76,2.796980769,8.75,8.4,4.79,4.05,3.09,2.32,1.72,1.38,1.06,0.759,0.288,0.0,0.0,0.139,0.396,9.9,0.329,0.29,0.229,0.191,0.142,0.126,0.107,0.0728,0.0333,0.0109,0.00473,53.38,5.58,0.0116,63.75,8.42,59.64,58.16,55.8,53.49,51.19,48.67,45.32,37.64,29.47,5.95,5.9,51.83,4.15,29.3,62.15,8.42,58.08,56.59,54.27,51.96,49.69,47.19,43.83,36.43,28.13,4.3,4.26,0.0179,0.0839,6.48,0.0454,0.0391,0.0305,0.0225,0.0167,0.0138,0.0113,0.00843,0.00545,0.00289,0.00235,0.34,0.275,1.2,21.3,0.731,0.614,0.467,0.368,0.301,0.237,0.176,0.111,0.0311,0.000199,4.71e-05,-70.07,-68.72,-70.59,-99.2,-92.68,-86.08,-79.04,-72.78,-66.34,-60.48,-55.08,-49.93,-45.55,-41.57,-37.36,-33.35,-30.6,-27.24,-23.94,-21.34,-0.2,5.19,14.33,15.84,19.83,35.31,46.32,51.75,44.69,25.58,15.79,13.57,13.13,23.56,18.21,17.74,-1.32,-6,37
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00038.wav,4,bird,Xeno-Canto,480035,"Thomas G. Graves, XC480035. Accessible at www.xeno-canto.org/480035.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Bewick's Wren,0.006857,45.930908,0.008315,47.017904,0.009691,47.970245,0.011261,48.917563,0.013079,50.048098,0.014883,51.030216,0.016888,52.026183,0.019119,53.015959,0.021613,54.015963,0.024379,54.998979,0.027486,55.996964,0.031243,57.083426,0.035055,58.038188,0.039333,59.018139,0.044132,60.007172,0.049517,60.993743,0.055559,61.98364,0.062338,62.975157,0.069944,63.9706,0.078479,64.967144,0.088055,65.963544,0.098799,66.961043,0.110854,67.959542,0.12438,68.959927,0.139557,69.959599,0.156586,70.960317,0.175692,71.96178,0.19713,72.961738,0.221183,73.964304,0.248171,74.965977,0.278453,75.968616,0.312429,76.97111,0.350551,77.973932,0.393325,78.9778,0.441318,79.981572,0.495167,80.98515,0.555587,81.988695,0.623378,82.991153,1.88,5.29,7.04,4.4,3.81,3.11,2.59,2.16,1.92,1.46,0.893,0.404,0.0444,0.00182,1.91,4.355770586,13.8,1.78,8.08,6.3,3.54,2.15,1.1,0.413,0.239,0.147,0.0943,0.0598,0.0462,0.0836,0.23,19.0,0.168,0.15,0.136,0.115,0.0965,0.0795,0.0637,0.0457,0.0319,0.0162,0.00749,59.85,12.99,0.104,72.17,1.8,68.1,66.01,58.77,52.23,48.53,43.76,35.83,27.71,21.89,17.55,15.44,58.02,11.8,0.104,70.34,1.8,66.26,64.19,56.96,50.44,46.75,41.96,34.06,26.03,20.32,16.07,14.08,0.0183,0.225,24.1,0.0546,0.0323,0.0215,0.0153,0.0101,0.00847,0.00742,0.00652,0.00579,0.00494,0.00457,0.343,0.266,1.82,6.52,1.06,0.816,0.487,0.29,0.166,0.0947,0.0538,0.0308,0.0162,0.00619,0.00311,-70.07,-68.72,-70.59,-99.56,-93.16,-86.6,-78.98,-72.51,-65.94,-60.27,-55.52,-50.53,-45.58,-41.39,-37.61,-33.13,-30.39,-26.99,-23.73,-20.88,-18.76,-16.19,-13.97,-1.49,7.69,16.19,22.25,33.95,47.33,52.46,56.14,54.8,26.31,10.22,8.03,8.14,0.36,6,38
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00039.wav,2,bird,Xeno-Canto,481933,"Paul Marvin, XC481933. Accessible at www.xeno-canto.org/481933.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,American Crow,0.003892,46.064163,0.004589,47.024427,0.005387,48.043293,0.006133,48.917577,0.007083,49.974711,0.008174,51.05414,0.009279,52.03852,0.010499,53.029934,0.011863,54.022026,0.013377,55.013251,0.015074,56.006413,0.017117,57.075415,0.019205,58.057238,0.021549,59.038578,0.024178,60.024208,0.027128,61.014773,0.030439,62.006397,0.034153,63.002226,0.03832,63.998121,0.042996,64.994941,0.048242,65.993338,0.054128,66.99403,0.060733,67.993248,0.068144,68.992059,0.076458,69.993101,0.085788,70.99388,0.096255,71.99336,0.108,72.993837,0.121178,73.993616,0.135964,74.995098,0.152554,75.995889,0.171169,76.996409,0.192055,77.997745,0.215489,78.998523,0.241783,79.998639,0.271284,80.999336,0.304386,81.999975,0.341527,83.001064,1.68,2.74,26.3,2.24,2.2,2.08,1.99,1.92,1.87,1.79,1.65,1.48,0.585,0.0226,5.04,7.094106892,14.5,29.0,11.3,10.4,8.88,7.53,5.96,4.67,3.34,2.02,1.04,0.395,0.121,0.564,1.54,15.3,1.23,1.02,0.803,0.675,0.612,0.523,0.422,0.366,0.275,0.222,0.0633,58.46,5.97,0.0116,66.32,12.2,63.56,62.45,60.78,59.36,58.13,56.62,54.98,52.94,49.84,44.87,40.68,57.28,4.59,0.0813,65.14,12.2,62.36,61.24,59.6,58.21,56.99,55.48,53.83,51.78,48.72,43.73,39.6,0.0204,0.167,20.8,0.0492,0.0378,0.0271,0.0218,0.0185,0.0159,0.0135,0.0117,0.00995,0.00763,0.00614,0.207,0.178,0.943,27.3,0.443,0.38,0.296,0.237,0.193,0.154,0.116,0.0781,0.0405,0.00605,0.000349,-69.93,-68.58,-70.45,-99.85,-93.3,-86.69,-78.89,-72.74,-66.12,-60.75,-55.69,-50.09,-45.19,-41.26,-37.38,-33.08,-30.19,-26.79,-23.73,-20.81,18.01,26.09,25.44,40.73,47.15,56.12,50.63,45.63,44.87,42.11,39.94,41.79,35.82,26.77,17.84,9.78,-6.17,6,39
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,bird_00040.wav,1,bird,Xeno-Canto,482053,"Matt Wistrand, XC482053. Accessible at www.xeno-canto.org/482053.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Orchard Oriole,0.001911,46.057572,0.002256,47.037015,0.002656,48.064047,0.00303,48.990612,0.003464,49.96794,0.003995,51.046444,0.004522,52.028576,0.00512,53.02175,0.005782,54.017066,0.006522,55.017176,0.007412,56.081633,0.008317,57.057082,0.009332,58.036924,0.01047,59.024565,0.011748,60.013381,0.013181,61.002894,0.01479,61.998882,0.016594,62.994172,0.018619,63.991441,0.020891,64.990038,0.02344,65.989191,0.0263,66.989096,0.029509,67.989182,0.03311,68.98998,0.03715,69.989944,0.041683,70.990834,0.046769,71.991483,0.052476,72.991605,0.058879,73.992571,0.066063,74.993187,0.074124,75.993533,0.083169,76.994557,0.093317,77.99483,0.104703,78.995226,0.117479,79.995569,0.131814,80.996313,0.147898,81.996571,0.165944,82.997411,1.32,4.51,11.7,2.93,2.61,2.23,2.09,1.9,1.76,0.744,0.124,7.03e-05,5e-15,0.0,1.64,3.159508519,8.15,3.53,5.62,4.74,3.47,2.38,1.66,0.595,0.109,0.0743,0.0481,0.0143,0.00821,0.159,0.49,28.8,0.406,0.348,0.295,0.236,0.206,0.158,0.0758,0.024,0.00701,0.00437,0.00336,54.5,10.26,23.1,64.48,3.54,60.58,59.13,57.37,55.68,53.45,47.33,29.55,14.3,12.75,11.64,10.91,52.78,9.58,23.0,62.76,3.54,58.84,57.41,55.64,53.99,51.78,45.6,27.91,12.74,11.34,10.67,10.26,0.0211,0.139,21.2,0.0661,0.0542,0.0385,0.0284,0.0166,0.0087,0.00644,0.00523,0.0043,0.00363,0.00316,0.343,0.278,1.93,18.4,1.14,0.906,0.49,0.293,0.187,0.101,0.0643,0.0395,0.022,0.00623,0.0,-70.06,-68.71,-70.58,-99.92,-93.1,-86.42,-78.66,-72.13,-65.68,-60.31,-55.32,-50.16,-45.6,-41.28,-37.23,-33.14,-30.09,-26.55,-23.41,-20.43,-10.66,-6.95,-6.27,-1.86,1.13,16.9,33.67,45.56,50.94,49.64,43.64,34.3,15.86,13.51,5.4,-2.7,-6.37,-3,40
